"VAR2","VAR3","SPCD","DIVISION","DIVISION_DESCRIPTION","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Stump Bark Volume","SP_BK_CV","8051","411","SAVANNAH_DIVISION",2,12.8,7.7,17.9,0.165936060212013,11.3900572438014,0.190523937965567,357.893136016173,0.190523937965567,357.893136016173,0.019650595338273,0.223756025566351,-42.3103451360291
"Stump Wood Volume","SP_WD_CV","8051","411","SAVANNAH_DIVISION",2,12.8,7.7,17.9,0.227433258804971,2.95972080731059,0.220338806763986,16.8986115875058,0.220338806763986,16.8986115875058,0.0226533388020704,0.272785874582064,0.884454330417598
"Stump Wood+Bark Volume","SP_WDBK_CV","8051","411","SAVANNAH_DIVISION",2,12.8,7.7,17.9,0.393369319016984,1.01900434144845,0.410862744729553,32.1680879466998,0.410862744729553,32.1680879466998,0.0421748581327107,0.496163184424887,0.648182707630462
"Total Stem Bark Volume","ST_BK_CV_TOT","8051","411","SAVANNAH_DIVISION",2,12.8,7.7,17.9,1.05394684849534,27.629589658947,1.19920667008948,52.4048801090188,1.19920667008948,52.4048801090188,0.123595959908045,1.41191310544018,0.714513256426994
"Total Stem Wood Volume","ST_WD_CV_TOT","8051","411","SAVANNAH_DIVISION",2,12.8,7.7,17.9,5.82314342127709,1.11076510327338,-5.30936747701038,-17.3681618722107,5.30936747701038,17.3681618722107,0.54891825839857,6.7189197538233,0.928580543954257
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","8051","411","SAVANNAH_DIVISION",2,12.8,7.7,17.9,4.76919657278175,1.17966702149973,-4.11016080692091,-11.0874797541034,4.11016080692091,11.0874797541034,0.428858367974539,5.31658159287199,0.963383618351812
"Merch Stem Bark Volume","ST_BK_CV_MER","8764","411","SAVANNAH_DIVISION",23,12.1869565217391,5.1,40.8,3.61476766987901,60.9189101800148,1.640593147016,56.8679882499345,1.69730589290217,58.593566276567,0.144534127499741,3.89743255435009,0.701187101282418
"Merch Stem Wood Volume","ST_WD_CV_MER","8764","411","SAVANNAH_DIVISION",23,12.1869565217391,5.1,40.8,20.5598886388233,12.4911955759387,-8.18972937880472,-20.6826583100709,8.29548064482326,20.9010985026234,0.68500942795119,21.7117948373421,0.949703961108701
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","8764","411","SAVANNAH_DIVISION",23,12.1869565217391,5.1,40.8,17.3556753722275,13.4220700953279,-6.54913623178872,-14.6234884524026,7.15474642297511,16.7863770254871,0.595573399798966,18.1937943930405,0.969340563817629
"Stump Bark Volume","SP_BK_CV","8764","411","SAVANNAH_DIVISION",23,12.1869565217391,5.1,40.8,0.309411340857961,543.201675812921,0.199557456050919,462.431041188341,0.199557456050919,462.431041188341,0.0146249793471341,0.362486066469266,-127.317024916885
"Stump Wood Volume","SP_WD_CV","8764","411","SAVANNAH_DIVISION",23,12.1869565217391,5.1,40.8,0.184678773050224,15.1293017355949,0.191909603447172,29.189927528923,0.21787351033499,29.704824603268,0.0199702417279028,0.26353873474296,0.987603169080154
"Stump Wood+Bark Volume","SP_WDBK_CV","8764","411","SAVANNAH_DIVISION",23,12.1869565217391,5.1,40.8,0.306964844660206,16.6734671185525,0.391467059498091,44.0686114167694,0.391467059498091,44.0686114167694,0.032113733467075,0.493332575816396,0.956864267482215
"Total Stem Bark Volume","ST_BK_CV_TOT","8764","411","SAVANNAH_DIVISION",23,12.1869565217391,5.1,40.8,3.90741737252074,62.1675926232096,1.8841982112828,66.2164239730399,1.9127899989544,66.8872777429037,0.159556289155515,4.26078528276452,0.642895117008354
"Total Stem Wood Volume","ST_WD_CV_TOT","8764","411","SAVANNAH_DIVISION",23,12.1869565217391,5.1,40.8,20.6406182620326,11.7059185658109,-7.82431345624409,-16.2322600609573,7.99497419215925,16.7855185930921,0.666162181081607,21.650213327268,0.952287144797665
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","8764","411","SAVANNAH_DIVISION",23,12.1869565217391,5.1,40.8,17.1490553408722,12.5918090046272,-5.94011524496129,-9.78517915638163,6.78546844840277,13.3078056028706,0.56507537749971,17.7929351755289,0.971934205509989
"Merch Stem Bark Volume","ST_BK_CV_MER","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,-0.913300746846661,-10.6631727594473,0.913300746846661,10.6631727594473,Inf,0.913300746846661,-Inf
"Merch Stem Wood Volume","ST_WD_CV_MER","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,-8.40872642615479,-16.8667036269001,8.40872642615479,16.8667036269001,Inf,8.40872642615479,-Inf
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,-9.32202717300144,-15.9571837467287,9.32202717300144,15.9571837467287,Inf,9.32202717300144,-Inf
"Sawlog Bark Volume","ST_BK_CV_SAW","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,-0.58647151483124,-8.11858566737464,0.58647151483124,8.11858566737464,Inf,0.58647151483124,-Inf
"Sawlog Wood Volume","ST_WD_CV_SAW","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,-8.89603232715289,-19.8363769945977,8.89603232715289,19.8363769945977,Inf,8.89603232715289,-Inf
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,-9.48250384198413,-18.2107630316899,9.48250384198413,18.2107630316899,Inf,9.48250384198413,-Inf
"Stump Bark Volume","SP_BK_CV","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,0.186585115256925,122.753365300608,0.186585115256925,122.753365300608,Inf,0.186585115256925,-Inf
"Stump Wood Volume","SP_WD_CV","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,0.295939399025927,19.2418334867313,0.295939399025927,19.2418334867313,Inf,0.295939399025927,-Inf
"Stump Wood+Bark Volume","SP_WDBK_CV","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,0.482524514282852,28.5517464072694,0.482524514282852,28.5517464072694,Inf,0.482524514282852,-Inf
"Total Stem Bark Volume","ST_BK_CV_TOT","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,-0.700660201326372,-7.99749116911736,0.700660201326372,7.99749116911736,Inf,0.700660201326372,-Inf
"Total Stem Wood Volume","ST_WD_CV_TOT","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,-7.87733321216064,-15.2851079093462,7.87733321216064,15.2851079093462,Inf,7.87733321216064,-Inf
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","6746","411","SAVANNAH_DIVISION",1,15.6,15.6,15.6,NA,NA,-8.57799341348701,-14.226235821827,8.57799341348701,14.226235821827,Inf,8.57799341348701,-Inf
"Merch Stem Bark Volume","ST_BK_CV_MER","7353","411","SAVANNAH_DIVISION",6,12.8666666666667,6.8,25.3,1.18853937086051,24.6029100062407,0.0760202408106768,2.8995810627898,0.796115985979569,20.5822261709716,0.0696534033988893,1.08764299002514,0.857894066021419
"Merch Stem Wood Volume","ST_WD_CV_MER","7353","411","SAVANNAH_DIVISION",6,12.8666666666667,6.8,25.3,4.44476557233218,14.36935219561,-3.185214330974,-11.8694494073759,3.64020324705689,16.1609879480559,0.371477317227929,5.15837905693898,0.963522145619721
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","7353","411","SAVANNAH_DIVISION",6,12.8666666666667,6.8,25.3,5.02257340804306,13.6331487500387,-3.10919409016332,-10.4311445048016,3.56806996174004,13.9522914628796,0.413025787731203,5.53976151017571,0.965407963347373
"Sawlog Bark Volume","ST_BK_CV_SAW","7353","411","SAVANNAH_DIVISION",3,17.5333333333333,12.2,25.3,1.89281267411559,34.9011308666813,0.259599117937879,10.796393835136,1.43288863118741,29.9882723936813,0.104380580176645,1.56712632384753,0.696643966897055
"Sawlog Wood Volume","ST_WD_CV_SAW","7353","411","SAVANNAH_DIVISION",3,17.5333333333333,12.2,25.3,5.64680723928721,14.1959319078399,-6.50584502214184,-17.8520822566986,6.50584502214184,17.8520822566986,0.621652657113329,7.97393508776598,0.914918886015212
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","7353","411","SAVANNAH_DIVISION",3,17.5333333333333,12.2,25.3,7.21311764466372,15.8451423080895,-6.24624590420396,-14.9495557972018,6.24624590420396,14.9495557972018,0.688269872182893,8.58496546292553,0.918253888155561
"Stump Bark Volume","SP_BK_CV","7353","411","SAVANNAH_DIVISION",6,12.8666666666667,6.8,25.3,0.152344061160298,76.5221049305087,0.146952595270263,144.075646592465,0.146952595270263,144.075646592465,0.0114349886529161,0.202325627143497,-10.7230704359654
"Stump Wood Volume","SP_WD_CV","7353","411","SAVANNAH_DIVISION",6,12.8666666666667,6.8,25.3,0.507380738868231,18.4286217246919,0.247283979179756,15.7842939619037,0.301153518272763,19.9505382846421,0.0250773045263615,0.525051151321818,0.755740881682813
"Stump Wood+Bark Volume","SP_WDBK_CV","7353","411","SAVANNAH_DIVISION",6,12.8666666666667,6.8,25.3,0.649000144755491,19.0706262266148,0.394236574450019,25.1189033981748,0.403463428515236,25.7963523016415,0.0341646169725106,0.711634362959396,0.593503311024888
"Total Stem Bark Volume","ST_BK_CV_TOT","7353","411","SAVANNAH_DIVISION",6,12.8666666666667,6.8,25.3,1.28860707508616,26.2867245074856,0.249813267305461,8.48262349713618,0.886706650533192,23.158235315543,0.0723276745940452,1.20256538151719,0.830475995495042
"Total Stem Wood Volume","ST_WD_CV_TOT","7353","411","SAVANNAH_DIVISION",6,12.8666666666667,6.8,25.3,4.35345476396699,13.5349187448021,-2.77308901248775,-8.8320702408774,3.33520676507137,13.7183511221676,0.354995081422607,4.84601172678139,0.969957880527076
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","7353","411","SAVANNAH_DIVISION",6,12.8666666666667,6.8,25.3,4.99867852177968,12.9401655609939,-2.52327574518229,-7.10060033128958,3.11681768801251,11.3098191301706,0.391531474490221,5.21433053769224,0.971274562175388
"Merch Stem Bark Volume","ST_BK_CV_MER","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,4.70049245029368,136.127785991708,4.70049245029368,136.127785991708,Inf,4.70049245029368,-Inf
"Merch Stem Wood Volume","ST_WD_CV_MER","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,-10.5915674112632,-18.0669476856972,10.5915674112632,18.0669476856972,Inf,10.5915674112632,-Inf
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,-5.89107496096947,-9.489947904972,5.89107496096947,9.489947904972,Inf,5.89107496096947,-Inf
"Sawlog Bark Volume","ST_BK_CV_SAW","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,4.71242501405306,172.37563105545,4.71242501405306,172.37563105545,Inf,4.71242501405306,-Inf
"Sawlog Wood Volume","ST_WD_CV_SAW","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,-10.142608615258,-18.7796250074672,10.142608615258,18.7796250074672,Inf,10.142608615258,-Inf
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,-5.43018360120497,-9.5698886479616,5.43018360120497,9.5698886479616,Inf,5.43018360120497,-Inf
"Stump Bark Volume","SP_BK_CV","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,0.325427215597512,428.193704733569,0.325427215597512,428.193704733569,Inf,0.325427215597512,-Inf
"Stump Wood Volume","SP_WD_CV","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,0.633817995480861,36.6157131993565,0.633817995480861,36.6157131993565,Inf,0.633817995480861,-Inf
"Stump Wood+Bark Volume","SP_WDBK_CV","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,0.959245211078374,53.0849591078237,0.959245211078374,53.0849591078237,Inf,0.959245211078374,-Inf
"Total Stem Bark Volume","ST_BK_CV_TOT","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,5.04941362914632,142.076916970915,5.04941362914632,142.076916970915,Inf,5.04941362914632,-Inf
"Total Stem Wood Volume","ST_WD_CV_TOT","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,-9.82207023778432,-16.2334852289634,9.82207023778432,16.2334852289634,Inf,9.82207023778432,-Inf
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","7886","411","SAVANNAH_DIVISION",1,17.8,17.8,17.8,NA,NA,-4.772656608638,-7.45040760648465,4.772656608638,7.45040760648465,Inf,4.772656608638,-Inf
"Sawlog Bark Volume","ST_BK_CV_SAW","8764","411","SAVANNAH_DIVISION",13,15.8692307692308,11,40.8,4.5642955061209,93.9801926902808,2.6213739051442,82.2756712423874,2.70565465878657,87.0263279672479,0.184843054547814,5.10899912344548,0.684397412618086
"Sawlog Wood Volume","ST_WD_CV_SAW","8764","411","SAVANNAH_DIVISION",13,15.8692307692308,11,40.8,27.244583235599,15.353817558524,-12.3152325539758,-20.0282594814511,12.6359274428718,20.766165729806,0.860527374347614,28.9280967697209,0.945262242197387
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","8764","411","SAVANNAH_DIVISION",13,15.8692307692308,11,40.8,23.2847523331221,17.439082065261,-9.69385864883163,-13.5202310168542,11.5190086443948,18.7104497364921,0.75326598187944,24.3812316470049,0.966246199658124
"Merch Stem Bark Volume","ST_BK_CV_MER","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,1.91396648487666,57.9814817333428,2.44984803801829,58.259800394144,2.63316078033919,60.5578164693716,0.213627990211761,2.95790570984022,-1.48348600759327
"Merch Stem Wood Volume","ST_WD_CV_MER","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,8.20693380111304,10.7629951145996,-14.2916875116145,-21.9460995407996,14.2916875116145,21.9460995407996,0.996070820728976,15.9614427211806,-0.378770137469867
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,8.95398852296108,11.3703681851811,-11.8418394735962,-16.1951152818927,12.0346846188675,16.5430290910382,0.862249296792956,14.1548435162813,0.0835445902048382
"Sawlog Bark Volume","ST_BK_CV_SAW","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,1.95409113442325,64.3428399073769,2.38699091695338,69.7941096091552,2.62555177912723,72.9303863096602,0.211336645331255,2.92601773043869,-1.0682095128014
"Sawlog Wood Volume","ST_WD_CV_SAW","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,9.53958903476619,14.0314822460888,-14.2621939583865,-23.0307518577618,14.2621939583865,23.0307518577618,1.02326022809344,16.4822023929089,-0.0916338192957142
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,10.6041258678762,15.602858548748,-11.8752030414331,-16.7555568911289,13.3528488888292,20.0470583233075,0.917875714107873,15.0118640195541,0.251404174851205
"Stump Bark Volume","SP_BK_CV","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,0.0593737848640069,310.16177427598,0.29862590105021,409.390318520347,0.29862590105021,409.390318520347,0.0197471052510916,0.303020401169389,-53.4529954187443
"Stump Wood Volume","SP_WD_CV","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,0.312476766217508,34.0228832769011,0.546364280399248,41.2552804794022,0.546364280399248,41.2552804794022,0.0422103504349114,0.609709130623366,0.34919835005788
"Stump Wood+Bark Volume","SP_WDBK_CV","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,0.31853653385431,35.8003649316998,0.844990181449457,56.308093524947,0.844990181449457,56.308093524947,0.0604915937031437,0.888879940878365,-0.282172758666958
"Total Stem Bark Volume","ST_BK_CV_TOT","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,1.9169965009017,60.2308843652711,2.78164768127701,63.5901731956548,2.80388505512062,63.8636619896976,0.232998165399874,3.23940125811943,-1.86043855804482
"Total Stem Wood Volume","ST_WD_CV_TOT","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,8.34362263512693,10.9047103090977,-13.5566547837475,-20.0544585215538,13.5566547837475,20.0544585215538,0.955767367234783,15.3621260876793,-0.178913633712336
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","6053","411","SAVANNAH_DIVISION",4,17.55,14.8,20.5,9.0917916166889,11.5114396929727,-10.7750071024705,-14.096667742895,11.6097975917904,15.5661364702443,0.810561949686372,13.3452719777179,0.246872765379286
"Merch Stem Bark Volume","ST_BK_CV_MER","6216","411","SAVANNAH_DIVISION",8,21.475,6.4,31.1,3.4955768816073,115.648799026711,4.9710115051339,150.676979816149,4.9710115051339,150.676979816149,0.265340528357632,5.95001100019971,-3.1078534118754
"Merch Stem Wood Volume","ST_WD_CV_MER","6216","411","SAVANNAH_DIVISION",8,21.475,6.4,31.1,12.9770573960614,15.8103901379084,-10.0372757244976,-9.40475391195617,13.0389162473118,15.7034840795814,0.725252175407316,15.7512037729717,0.857011423123205
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","6216","411","SAVANNAH_DIVISION",8,21.475,6.4,31.1,10.6388543649953,15.9839172859469,-5.0662642193637,-1.90293587322446,9.05883934395795,13.0860696072913,0.523054735579018,11.167099111454,0.934419601275164
"Sawlog Bark Volume","ST_BK_CV_SAW","6216","411","SAVANNAH_DIVISION",7,23.6285714285714,18.1,31.1,3.10229096130063,111.027760106874,5.74112403492967,144.023280984832,5.74112403492967,144.023280984832,0.288011493186068,6.4194880919914,-5.93376872516213
"Sawlog Wood Volume","ST_WD_CV_SAW","6216","411","SAVANNAH_DIVISION",7,23.6285714285714,18.1,31.1,14.0716739550642,18.3765064671081,-11.1427506268451,-10.9549048091544,15.0635906054801,18.5591868849939,0.797479393905799,17.1430881036652,0.728173042850572
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","6216","411","SAVANNAH_DIVISION",7,23.6285714285714,18.1,31.1,12.2841510072927,17.1834520066152,-5.40162659191546,-4.27691025738677,10.5145965609178,13.2656909103738,0.594815808627061,12.5905020022988,0.862987080337399
"Stump Bark Volume","SP_BK_CV","6216","411","SAVANNAH_DIVISION",8,21.475,6.4,31.1,0.213956034952749,4696.39974002347,0.449187402301388,2353.61228235943,0.449187402301388,2353.61228235943,0.0218174706350808,0.491756402263746,-32.0127193559733
"Stump Wood Volume","SP_WD_CV","6216","411","SAVANNAH_DIVISION",8,21.475,6.4,31.1,0.585730257987201,16.316506839947,0.809006426346124,32.4406064347046,0.809006426346124,32.4406064347046,0.0421445396533042,0.977080519251541,0.525006558917538
"Stump Wood+Bark Volume","SP_WDBK_CV","6216","411","SAVANNAH_DIVISION",8,21.475,6.4,31.1,0.738826786875474,19.1858782840296,1.25819382864751,48.4505537866409,1.25819382864751,48.4505537866409,0.0623948469140184,1.43550813436422,0.032581280723019
"Total Stem Bark Volume","ST_BK_CV_TOT","6216","411","SAVANNAH_DIVISION",8,21.475,6.4,31.1,3.6611648721149,105.953050078204,5.4343204979263,151.783201745651,5.4343204979263,151.783201745651,0.286617588717636,6.4234298834337,-3.61275549489403
"Total Stem Wood Volume","ST_WD_CV_TOT","6216","411","SAVANNAH_DIVISION",8,21.475,6.4,31.1,12.8472342095406,15.5493836869773,-9.15679381441771,-7.91489191413552,12.4838704366846,14.8653808016512,0.697559694163383,15.1085032825956,0.875269294124181
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","6216","411","SAVANNAH_DIVISION",8,21.475,6.4,31.1,10.5247683297829,15.5759331392775,-3.7224733164914,-0.277203405172511,8.14197258275496,11.9894643996524,0.494707554512031,10.5252654331443,0.944737490550448
"Merch Stem Bark Volume","ST_BK_CV_MER","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,0.745279728759821,14.2555418661022,0.745279728759821,14.2555418661022,Inf,0.745279728759821,-Inf
"Merch Stem Wood Volume","ST_WD_CV_MER","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,-3.05842108752235,-8.99138935035236,3.05842108752235,8.99138935035236,Inf,3.05842108752235,-Inf
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,-2.31314135876254,-5.89440501175378,2.31314135876254,5.89440501175378,Inf,2.31314135876254,-Inf
"Sawlog Bark Volume","ST_BK_CV_SAW","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,1.07377936859973,28.9132608050654,1.07377936859973,28.9132608050654,Inf,1.07377936859973,-Inf
"Sawlog Wood Volume","ST_WD_CV_SAW","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,-2.93999836752873,-10.5939586469592,2.93999836752873,10.5939586469592,Inf,2.93999836752873,-Inf
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,-1.866218998929,-5.93101081979875,1.866218998929,5.93101081979875,Inf,1.866218998929,-Inf
"Stump Bark Volume","SP_BK_CV","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,0.186052422887669,209.04766616592,0.186052422887669,209.04766616592,Inf,0.186052422887669,-Inf
"Stump Wood Volume","SP_WD_CV","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,-0.117538206674923,-7.6175117741363,0.117538206674923,7.6175117741363,Inf,0.117538206674923,-Inf
"Stump Wood+Bark Volume","SP_WDBK_CV","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,0.0685142162127461,4.19817501303591,0.0685142162127461,4.19817501303591,Inf,0.0685142162127461,-Inf
"Total Stem Bark Volume","ST_BK_CV_TOT","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,0.939121046267444,17.4169333506573,0.939121046267444,17.4169333506573,Inf,0.939121046267444,-Inf
"Total Stem Wood Volume","ST_WD_CV_TOT","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,-2.99190506172265,-8.35657643695402,2.99190506172265,8.35657643695402,Inf,2.99190506172265,-Inf
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","6923","411","SAVANNAH_DIVISION",1,13.7,13.7,13.7,NA,NA,-2.05278401545521,-4.98309021836439,2.05278401545521,4.98309021836439,Inf,2.05278401545521,-Inf
"Merch Stem Bark Volume","ST_BK_CV_MER","7158","411","SAVANNAH_DIVISION",19,28.7315789473684,7.7,62.9,14.7203280968144,57.2156473951509,14.327154486452,99.2711101969052,14.327154486452,99.2711101969052,0.46024294207433,20.2620527157959,-1.06166025588989
"Merch Stem Wood Volume","ST_WD_CV_MER","7158","411","SAVANNAH_DIVISION",19,28.7315789473684,7.7,62.9,60.272980796755,15.3794238797455,-44.2796360005739,-17.4710191916626,53.7507703562607,21.230122602794,1.86242609093179,73.5004536243757,0.910677410404757
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","7158","411","SAVANNAH_DIVISION",19,28.7315789473684,7.7,62.9,58.7188766487632,16.0166635384109,-29.9524815141218,-10.6068624353981,44.2728473254463,15.7956654612644,1.56900532533752,64.525877459435,0.937916243290358
"Sawlog Bark Volume","ST_BK_CV_SAW","7158","411","SAVANNAH_DIVISION",15,34.2066666666667,12.6,62.9,14.8112125061673,57.6581419176813,17.7106621563511,91.077593036525,17.7509496569152,92.6896953257041,0.513549289369336,22.7687234789099,-1.98200439033362
"Sawlog Wood Volume","ST_WD_CV_SAW","7158","411","SAVANNAH_DIVISION",15,34.2066666666667,12.6,62.9,63.286764649685,14.9455821388109,-56.5656616196249,-22.4930392194206,68.3882722832866,24.2273529265608,2.13658876518943,83.2939034321773,0.869534353608456
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","7158","411","SAVANNAH_DIVISION",15,34.2066666666667,12.6,62.9,64.3379985834514,15.1243777778101,-38.8549994632738,-16.616572073094,56.7124468890398,19.0928980572145,1.81138150367524,73.3016405516747,0.908518279623309
"Stump Bark Volume","SP_BK_CV","7158","411","SAVANNAH_DIVISION",19,28.7315789473684,7.7,62.9,0.753692431616078,1006.42758794111,0.900420580404568,1010.38200098768,0.900420580404568,1010.38200098768,0.028427999133333,1.16142671511928,-58.3397715045116
"Stump Wood Volume","SP_WD_CV","7158","411","SAVANNAH_DIVISION",19,28.7315789473684,7.7,62.9,1.71509709844673,15.5361417515862,1.51721140048486,22.0660020891224,1.52633286281047,22.7725444845989,0.0511633560604939,2.25580798069142,0.854397589294092
"Stump Wood+Bark Volume","SP_WDBK_CV","7158","411","SAVANNAH_DIVISION",19,28.7315789473684,7.7,62.9,2.3847367910621,16.4544365805074,2.41763198088943,37.8235155184407,2.41763198088943,37.8235155184407,0.0776517759955905,3.35150708937888,0.690237578582888
"Total Stem Bark Volume","ST_BK_CV_TOT","7158","411","SAVANNAH_DIVISION",19,28.7315789473684,7.7,62.9,15.4288283612879,59.5605564174229,15.257267429664,104.779362089664,15.257267429664,104.779362089664,0.48871103511366,21.4080375730126,-1.26798618923134
"Total Stem Wood Volume","ST_WD_CV_TOT","7158","411","SAVANNAH_DIVISION",19,28.7315789473684,7.7,62.9,60.3404150989805,14.3474099381058,-42.6348943748593,-16.3387787830166,52.7690251263169,19.6063492115905,1.82823450342297,72.5745832870404,0.916723939484237
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","7158","411","SAVANNAH_DIVISION",19,28.7315789473684,7.7,62.9,59.0639363908636,14.9752051398791,-27.3776269451954,-9.30852095601926,43.1523128190804,14.4118740686376,1.52457096310801,63.674761240462,0.942091424019458
"Merch Stem Bark Volume","ST_BK_CV_MER","7341","411","SAVANNAH_DIVISION",3,10.5333333333333,6.7,14.5,0.0800169947442197,58.8246366832359,0.432464196943507,49.5415946240037,0.432464196943507,49.5415946240037,0.0614953833445317,0.437371422557446,0.927535044961587
"Merch Stem Wood Volume","ST_WD_CV_MER","7341","411","SAVANNAH_DIVISION",3,10.5333333333333,6.7,14.5,1.26578031586971,14.4358371254582,-1.80279003347946,-18.220502918066,1.80279003347946,18.220502918066,0.280558612783788,2.07802432858112,0.946934949950854
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","7341","411","SAVANNAH_DIVISION",3,10.5333333333333,6.7,14.5,1.32760467758698,10.7752192412908,-1.37032583653595,-12.7535782745428,1.37032583653595,12.7535782745428,0.228645777486249,1.74723086193892,0.973053142174387
"Sawlog Bark Volume","ST_BK_CV_SAW","7341","411","SAVANNAH_DIVISION",1,14.5,14.5,14.5,NA,NA,0.839270589673912,26.604313111063,0.839270589673912,26.604313111063,Inf,0.839270589673912,-Inf
"Sawlog Wood Volume","ST_WD_CV_SAW","7341","411","SAVANNAH_DIVISION",1,14.5,14.5,14.5,NA,NA,-0.0176493081036746,-0.0779579132021978,0.0176493081036746,0.0779579132021978,Inf,0.0176493081036746,-Inf
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","7341","411","SAVANNAH_DIVISION",1,14.5,14.5,14.5,NA,NA,0.821621281570238,3.1852977880127,0.821621281570238,3.1852977880127,Inf,0.821621281570238,-Inf
